puzzleId	word	row	column	direction	clueContent	Edge (y/n)	Clue length	Image prompt	Image addition (if needed)	Puzzle number	Difficult word (y / n)	Art comments (build test)		
000061	RESET	9	3	across	Start over	N	10			61				
000061	TRI	10	1	across	<i>	Y	3	Image of a triangle	__angle	61				
000061	TAY	10	5	across	Homes__	Y	7			61				
000061	RESISTANT	1	2	down	Unyielding	Y	10			61				
000061	OWN	1	3	down	Possess	Y	7			61				
000061	PSI	5	3	down	Pressure unit	N	13			61				
000061	R	9	3	down	Reform	N	6			61				
000061	A	1	4	down	Attitude	Y	8			61				
000061	APA	3	4	down	Shrinks' org.	N	13			61				
000061	SRI	7	4	down	__ Lanka	N	8			61				
000061	SCRAMBLE	1	5	down	Mad rush	Y	8			61				
000061	TOLL	1	6	down	Bell sound	Y	10			61				
000061	LEST	6	6	down	In case	N	7			61				
000061	ER	1	7	down	Expense Report	Y	14			61				
000061	EAU	4	7	down	__ de parfum	N	12			61				
000061	EA	8	7	down	Event attendee	N	14			61				
000061	DEN	1	8	down	<i>	Y	3	Image of a lion's den		61				
000061	PETTY	5	8	down	Trivial	Y	7			61				
000062	DWELLER	2	1	across	Inhabitant	Y	10			62				
000062	II	3	1	across	Roman 2	Y	7			62				
000062	AIDE	3	4	across	Helper	N	6			62				
000062	SPACE	4	1	across	<i>	Y	3	Image of the backspace key on a keyboard	Back__	62				
000062	D	4	7	across	Deviation	N	9			62				
000062	C	5	1	across	Confirmation	Y	12			62				
000062	DRUM	5	3	across	Oil barrel	N	10			62				
000062	HALO	6	1	across	<i>	Y	3	Image of a halo around the angel's head		62				
000062	VS	6	6	across	Voice Service	N	13			62				
000062	AN	7	1	across	<i>	Y	3	Image of an orange	Or__ge	62				
000062	SLAP	7	4	across	Smack	N	5			62				
000062	RAISE	8	1	across	Lift	Y	4			62				
000062	O	8	7	across	Overview	N	8			62				
000062	G	9	1	across	Granularity	Y	11			62				
000062	REFER	9	3	across	Mention	N	7			62				
000062	EST	10	1	across	<i>	Y	3	Image of a bird's nest	N__	62				
000062	TAE	10	5	across	Curriculum vi__	Y	15			62				
000062	DISCHARGE	1	2	down	Send packing	Y	12			62				
000062	WIP	1	3	down	Work in progress	Y	16			62				
000062	ANA	5	3	down	__ de Armas	N	11			62				
000062	S	9	3	down	Sensitivity	N	11			62				
000062	E	1	4	down	Expenditure	Y	11			62				
000062	ADL	3	4	down	All day long	N	12			62				
000062	IRT	7	4	down	V__ual	N	6			62				
000062	LACROSSE	1	5	down	Game with sticks	Y	16			62				
000062	LIEU	1	6	down	In __ of	Y	8			62				
000062	LEFT	6	6	down	Not right	N	9			62				
000062	ED	1	7	down	Education	Y	9			62				
000062	MVA	4	7	down	Megavolt ampere	N	15			62				
000062	EA	8	7	down	Ever Active	N	11			62				
000062	RED	1	8	down	<i>	Y	3	Image of a red colored circle		62				
000062	SPORE	5	8	down	Tiny cell	Y	9			62				
000063	DILEMMA	2	1	across	Pickle	Y	6			63				
000063	IN	3	1	across	<i>	Y	3	Image of a pushpin	P__	63				
000063	VIAL	3	4	across	Potion jar	N	10			63				
000063	SNAIL	4	1	across	<i>	Y	3	Image of a snail		63				
000063	L	4	7	across	Lineage	N	7			63				
000063	P	5	1	across	Proposal	Y	8			63				
000063	IDLE	5	3	across	Not busy	N	8			63				
000063	LONE	6	1	across	Single	Y	6			63				
000063	AW	6	6	across	How cute!	N	9			63				
000063	AN	7	1	across	Alpha Numeric	Y	13			63				
000063	NOPE	7	4	across	No	N	2			63				
000063	CIRCA	8	1	across	Roughly	Y	7			63				
000063	A	8	7	across	Assimilation	N	12			63				
000063	E	9	1	across	Expression	Y	10			63				
000063	PETER	9	3	across	__ Pan	N	6			63				
000063	DYE	10	1	across	<i>	Y	3	Image of a tie-dye fabric	Tie-__	63				
000063	SAY	10	5	across	Speak	Y	5			63				
000063	DISPLACED	1	2	down	Moved	Y	5			63				
000063	INN	1	3	down	Lodge	Y	5			63				
000063	ONI	5	3	down	T__c	N	4			63				
000063	Y	9	3	down	Yellowing	N	9			63				
000063	L	1	4	down	Legislation	Y	11			63				
000063	AIN	3	4	down	Disd__	N	6			63				
000063	RPE	7	4	down	Retail Price Index	N	18			63				
000063	EVIDENCE	1	5	down	Proof	Y	5			63				
000063	MILL	1	6	down	<i>	Y	3	Image of a windmill	Wind__	63				
000063	OATS	6	6	down	Granola grains	N	14			63				
000063	MA	1	7	down	<i>	Y	3	Image of the Greek letter sigma	Sig__	63				
000063	EAP	4	7	down	Edgar A. Poe	N	12			63				
000063	EA	8	7	down	East Africa	N	11			63				
000063	ALL	1	8	down	Entirely	Y	8			63				
000063	WEARY	5	8	down	Exhausted	Y	9			63				
000064	HANDFUL	2	1	across	Very few	Y	8			64				
000064	EY	3	1	across	Ernst and Young	Y	15			64				
000064	RITE	3	4	across	Solemn act	N	10			64				
000064	PETAL	4	1	across	<i>	Y	3	Image of a flower with an arrow pointing to a petal		64				
000064	G	4	7	across	Goodwill	N	8			64				
000064	A	5	1	across	Analyze	Y	7			64				
000064	PIMP	5	3	across	__le	N	4			64				
000064	THAN	6	1	across	Larger __ life	Y	14			64				
000064	AC	6	6	across	Access Card	N	11			64				
000064	IU	7	1	across	<i>	Y	3	Image of a circle with a line marking the radius	Rad__s	64				
000064	ARCH	7	4	across	Foot part	N	9			64				
000064	TANGO	8	1	across	Sierra follower	Y	15			64				
000064	I	8	7	across	Incorporation	N	13			64				
000064	I	9	1	across	First person	Y	12			64				
000064	REVEL	9	3	across	Live it up	N	10			64				
000064	SPC	10	1	across	Specification	Y	13			64				
000064	ELL	10	5	across	Angled pipe	Y	11			64				
000064	HEPATITIS	1	2	down	Liver disease	Y	13			64				
000064	AYE	1	3	down	Sailor's yes	Y	12			64				
000064	HUA	5	3	down	Heavy Urban Area	N	16			64				
000064	P	9	3	down	Paradigm	N	8			64				
000064	N	1	4	down	Notification	Y	12			64				
000064	TPA	3	4	down	Third party admin	N	17			64				
000064	NRC	7	4	down	Nonreusable can	N	15			64				
000064	DRAINAGE	1	5	down	Outflow	Y	7			64				
000064	FILM	1	6	down	<i>	Y	3	Image of a film reel	__ reel	64				
000064	ROVE	6	6	down	Meander	N	7			64				
000064	UT	1	7	down	Universal time	Y	14			64				
000064	PAC	4	7	down	__-Man	N	6			64				
000064	EL	8	7	down	Element	N	7			64				
000064	LEG	1	8	down	<i>	Y	3	Image of a boy with an arrow pointing to the pant leg		64				
000064	CHILL	5	8	down	Cool	Y	4			64				
000065	AGITATE	2	1	across	Provoke	Y	7			65				
000065	FREE	3	1	across	No cost	Y	7			65				
000065	HV	3	6	across	Hudson Valley	N	13			65				
000065	TOT	4	1	across	Tiny one	Y	8			65				
000065	MAE	4	5	across	Actress West	N	12			65				
000065	EV	5	1	across	<i>	Y	3	Image of a sieve	Si__e	65				
000065	BIT	5	4	across	Particle	N	8			65				
000065	RESIN	6	1	across	<i>	Y	3	Image of a resin pendant	__ pendant	65		Text is cutting off		
000065	T	6	7	across	Trickle	N	7			65				
000065	W	7	1	across	Wanderlust	Y	10			65				
000065	PRIDE	7	3	across	Group of lions	N	14			65				
000065	ACID	8	1	across	Battery fluid	Y	13			65				
000065	ED	8	6	across	Singer Sheeran	N	14			65				
000065	RETIRED	9	1	across	Not working	Y	11			65				
000065	DE	10	1	across	Mo__rn	Y	6			65				
000065	EMMY	10	4	across	<i>	Y	3	Image of an Emmy award		65				
000065	AFTERWARD	1	2	down	Later	Y	5			65				
000065	GROVE	1	3	down	Orchard	Y	7			65				
000065	CEE	7	3	down	Ex__d	N	5			65				
000065	IET	1	4	down	Var__y	Y	6			65				
000065	SPIT	5	4	down	Saliva	N	6			65				
000065	TE	1	5	down	<i>	Y	3	Image of a kite	Ki__	65				
000065	BIRDIE	4	5	down	Shuttlecock	N	11			65				
000065	A	1	6	down	__ for apple	Y	12			65				
000065	MINI	3	6	down	__ Cooper	N	9			65				
000065	RM	8	6	down	Raw Material	N	12			65				
000065	THAT	1	7	down	Not this	Y	8			65				
000065	DEEM	6	7	down	Consider	N	8			65				
000065	EVE	1	8	down	Eden woman	Y	10			65				
000065	TEDDY	5	8	down	<i>	Y	3	Image of a teddy bear		65				
000066	IMITATE	2	1	across	Copy	Y	4			66				
000066	NOSE	3	1	across	<i>	Y	3	Image of a nose		66				
000066	HX	3	6	across	Heat Exchange	N	13			66				
000066	CTA	4	1	across	<i>	Y	3	Image of a bee collecting nectar	Ne__r	66				
000066	ZIP	4	5	across	Postal code	N	11			66				
000066	IT	5	1	across	Pennywise's movie	Y	17			66				
000066	SEN	5	4	across	__ator	N	6			66				
000066	DONOR	6	1	across	Blood giver	Y	11			66				
000066	N	6	7	across	Nostalgia	N	9			66				
000066	E	7	1	across	Engage	Y	6			66				
000066	AROMA	7	3	across	Fragrance	N	9			66				
000066	NOIR	8	1	across	Pinot __	Y	8			66				
000066	AM	8	6	across	Aston Martin	N	12			66				
000066	CALORIE	9	1	across	Diet count	Y	10			66				
000066	EF	10	1	across	<i>	Y	3	Image of a chef	Ch__	66				
000066	WILD	10	4	across	Untamed	Y	7			66				
000066	INCIDENCE	1	2	down	Occurrence	Y	10			66				
000066	MOTTO	1	3	down	Words to live by	Y	16			66				
000066	OAF	7	3	down	Clumsy fellow	N	13			66				
000066	ISA	1	4	down	__ac	Y	4			66				
000066	NAIL	5	4	down	Hammer target	N	13			66				
000066	TE	1	5	down	<i>	Y	3	Image of a mute button	Mu__	66				
000066	SORROW	4	5	down	Sadness	N	7			66				
000066	A	1	6	down	Arcane	Y	6			66				
000066	ZERO	3	6	down	Nil	N	3			66				
000066	RI	8	6	down	W__ter	N	6			66				
000066	THIN	1	7	down	Slim	Y	4			66				
000066	MAIL	6	7	down	Post	N	4			66				
000066	EXP	1	8	down	__ort	Y	5			66				
000066	NAMED	5	8	down	Titled	Y	6			66				
000067	INSTILL	2	1	across	Slowly add	Y	10			67				
000067	NOTE	3	1	across	<i>	Y	3	Image of a notebook	__book	67				
000067	EE	3	6	across	Gr__n	N	5			67				
000067	CIS	4	1	across	In__ion	Y	7			67				
000067	DAD	4	5	across	Father	N	6			67				
000067	OS	5	1	across	<i>	Y	3	Image of a rose	R__e	67				
000067	BED	5	4	across	Sleeping spot	N	13			67				
000067	REGAL	6	1	across	Majestic	Y	8			67				
000067	F	6	7	across	Finesse	N	7			67				
000067	R	7	1	across	After Q	Y	7			67				
000067	ALIKE	7	3	across	Similar	N	7			67				
000067	EVIL	8	1	across	Like villains	Y	13			67				
000067	NI	8	6	across	Not Important	N	13			67				
000067	CATALOG	9	1	across	Shopper's guide	Y	15			67				
000067	TT	10	1	across	Table Tennis	Y	12			67				
000067	DOWN	10	4	across	<i>	Y	3	Image of an arrow pointing down		67				
000067	INCORRECT	1	2	down	Wrong	Y	5			67				
000067	NOISE	1	3	down	Loud din	Y	8			67				
000067	VAT	7	3	down	Large tub	N	9			67				
000067	STS	1	4	down	Touri__	Y	7			67				
000067	GAIT	5	4	down	Stride	N	6			67				
000067	TE	1	5	down	<i>	Y	3	Image of a wooden crate	Cra__	67				
000067	BALLAD	4	5	down	Romantic song	N	13			67				
000067	I	1	6	down	Ignite	Y	6			67				
000067	DELI	3	6	down	Sandwich shop	N	13			67				
000067	LO	8	6	down	Look Out	N	8			67				
000067	LEAD	1	7	down	Be in charge	Y	12			67				
000067	KNOW	6	7	down	Be aware	N	8			67				
000067	LED	1	8	down	__ Zeppelin	Y	11			67				
000067	FEIGN	5	8	down	Fake	Y	4			67				
000068	SEVERAL	2	1	across	Multiple	Y	8			68				
000068	UPON	3	1	across	Atop	Y	4			68				
000068	DU	3	6	across	Dual use	N	8			68				
000068	PIX	4	1	across	<i>	Y	3	Image of a pixie fairy	__ie	68				
000068	CUT	4	5	across	Director's cry	N	14			68				
000068	EC	5	1	across	European Commission	Y	19			68				
000068	MALE	5	4	across	Bull or buck	N	12			68				
000068	R	6	1	across	Rehabilitation	Y	14			68				
000068	SORT	6	3	across	Kind	N	4			68				
000068	STUNT	7	1	across	<i>	Y	3	Image of a person performing a cycle stunt		68				
000068	W	7	7	across	Weather	N	7			68				
000068	TI	8	1	across	Texas Instruments	Y	17			68				
000068	DOME	8	4	across	Rounded roof	N	12			68				
000068	ARRANGE	9	1	across	Order	Y	5			68				
000068	RELY	10	1	across	Depend on	Y	9			68				
000068	SD	10	6	across	South Dakota	Y	12			68				
000068	SUPERSTAR	1	2	down	Celebrity	Y	9			68				
000068	EPIC	1	3	down	Grand story	Y	11			68				
000068	TIRE	6	3	down	Car wheel	N	9			68				
000068	VOX	1	4	down	__ populi	Y	9			68				
000068	SU	5	4	down	Soviet Union	N	12			68				
000068	RL	8	4	down	Ralph Lauren	N	12			68				
000068	EN	1	5	down	<i>	Y	3	Image of a park bench	B__ch	68				
000068	MONDAY	4	5	down	Calendar's M	N	12			68				
000068	R	1	6	down	Reiteration	Y	11			68				
000068	CARTON	3	6	down	Egg holder	N	10			68				
000068	ADULT	1	7	down	Grown-up	Y	8			68				
000068	MGS	7	7	down	Mild Grade Steel	N	16			68				
000068	LUTE	1	8	down	<i>	Y	3	Image of a lute		68				
000068	WEED	6	8	down	Unwanted plant	Y	14			68				
000069	SOPRANO	2	1	across	Opera star	Y	10			69				
000069	PUMP	3	1	across	<i>	Y	3	Image of a water pump		69				
000069	ON	3	6	across	Not off	N	7			69				
000069	ISS	4	1	across	Initial sequence set	Y	20			69				
000069	PTL	4	5	across	Permit to let	N	13			69				
000069	RT	5	1	across	<i>	Y	3	Image of a fort	Fo__	69				
000069	THEY	5	4	across	Not us	N	6			69				
000069	I	6	1	across	Inscription	Y	11			69				
000069	PROD	6	3	across	Nudge	N	5			69				
000069	TRAIT	7	1	across	Characteristic	Y	14			69				
000069	H	7	7	across	Habit	N	5			69				
000069	UI	8	1	across	<i>	Y	3	Image of a fruit basket	Fr__ts	69				
000069	PONY	8	4	across	Tiny horse	N	10			69				
000069	ACRONYM	9	1	across	Initials	Y	8			69				
000069	LEND	10	1	across	Offer cash	Y	10			69				
000069	UN	10	6	across	<i>	Y	3	Image of a bakery bun	B__	69				
000069	SPIRITUAL	1	2	down	Religious 	Y	10			69				
000069	OUST	1	3	down	Dethrone	Y	8			69				
000069	RICE	6	3	down	Sushi base	N	10			69				
000069	PMS	1	4	down	Evening hours	Y	13			69				
000069	PA	5	4	down	Port Angeles	N	12			69				
000069	RN	8	4	down	Right now	N	9			69				
000069	RP	1	5	down	Mo__h	Y	5			69				
000069	TRIPOD	4	5	down	Camera stand	N	12			69				
000069	A	1	6	down	Application	Y	11			69				
000069	PHOTON	3	6	down	Laser particle	N	14			69				
000069	NOTED	1	7	down	Famous	Y	6			69				
000069	NYU	7	7	down	New York Univ.	N	14			69				
000069	ONLY	1	8	down	Just	Y	4			69				
000069	HYMN	6	8	down	Church song	Y	11			69				
000070	CRUSADE	2	1	across	Batman: Caped __r	Y	17			70				
000070	LO	3	1	across	Low output	Y	10			70				
000070	STEM	3	4	across	Fruit holder	N	12			70				
000070	ASL	4	1	across	Above sea level	Y	15			70				
000070	SEA	4	5	across	Water body	N	10			70				
000070	SEEP	5	1	across	Leak out	Y	8			70				
000070	RI	5	6	across	Rhode Island	N	12			70				
000070	S	6	1	across	Stratification	Y	14			70				
000070	AAH	6	3	across	Satisfied sigh	N	14			70				
000070	L	6	7	across	Linearity	N	9			70				
000070	MANIAC	7	1	across	Flashdance song	Y	15			70				
000070	AP	8	1	across	Asia Pacific	Y	12			70				
000070	DROP	8	4	across	Exclude	N	7			70				
000070	TEA	9	1	across	<i>	Y	3	Image of a tea bag		70				
000070	MAO	9	5	across	__ Zedong	N	9			70				
000070	EXAM	10	1	across	Big test	Y	8			70				
000070	LD	10	6	across	Low depth	Y	9			70				
000070	CLASSMATE	1	2	down	Fellow student	Y	14			70				
000070	ROSE	1	3	down	<i>	Y	3	Image of a rose		70				
000070	APEX	6	3	down	Top spot	N	8			70				
000070	U	1	4	down	Upgradation	Y	11			70				
000070	LEAN	3	4	down	Tilt	N	4			70				
000070	AA	8	4	down	Acetic acid	N	11			70				
000070	SS	1	5	down	Solar System	Y	12			70				
000070	PAID	4	5	down	Settled up	N	10			70				
000070	M	9	5	down	Morphology	N	10			70				
000070	ATS	1	6	down	Air traffic service	Y	19			70				
000070	HARM	5	6	down	Injure	N	6			70				
000070	DEER	1	7	down	<i>	Y	3	Image of a deer		70				
000070	COAL	6	7	down	Mined fuel	N	10			70				
000070	EMAIL	1	8	down	<i>	Y	3	Image of an email icon		70				
000070	POD	7	8	down	<i>	Y	3	Image of a pea pod	Pea __	70				
000071	SIXTIES	2	1	across	Beatlemania decade	Y	18			71				
000071	TOY	3	1	across	<i>	Y	3	Image of a pull-along duck on wheels 		71				
000071	WAT	3	5	across	Smart__ch	N	9			71				
000071	AT	4	1	across	<i>	Y	3	Image of a boat	BO__	71				
000071	SORE	4	4	across	Painful	N	7			71				
000071	TACT	5	1	across	Orator's skill	Y	14			71				
000071	NP	5	6	across	No problem	N	10			71				
000071	E	6	1	across	Energizer	Y	9			71				
000071	HARES	6	3	across	Rabbits' kin	N	12			71				
000071	WAITER	7	1	across	<i>	Y	3	Image of a waiter		71				
000071	INCUR	8	1	across	Bring on	Y	8			71				
000071	Y	8	7	across	Texter's ask	N	12			71				
000071	DT	9	1	across	Downtown	Y	8			71				
000071	EURO	9	4	across	Italian currency	N	16			71				
000071	EIS	10	1	across	L__ure	Y	6			71				
000071	NAN	10	5	across	<i>	Y	3	Image of a banana	BA__A	71				
000071	STATEWIDE	1	2	down	All over NC or Utah	Y	19			71				
000071	IOTA	1	3	down	Tiny bit	Y	8			71				
000071	ANTI	6	3	down	Opposed	N	7			71				
000071	XY	1	4	down	__lophone	Y	9			71				
000071	CHIC	4	4	down	Trendy	N	6			71				
000071	S	9	4	down	Settings	N	8			71				
000071	T	1	5	down	Tension	Y	7			71				
000071	STATUE	3	5	down	Park art	N	8			71				
000071	IWO	1	6	down	Hand__rk	Y	8			71				
000071	RERUN	5	6	down	Air again	N	9			71				
000071	EARNER	1	7	down	Breadwinner	Y	11			71				
000071	RA	8	7	down	Red Alert	N	9			71				
000071	STEPS	1	8	down	<i>	Y	3	Image of some footsteps in the sand	FOOT__	71				
000071	YON	7	8	down	Over there	Y	10			71				
000073	CARCASS	2	1	across	Broken remains	Y	14			72				
000073	OO	3	1	across	<i>	Y	3	Image of a moon	M__N	72				
000073	HIYA	3	4	across	Howdy	N	5			72				
000073	SCOLD	4	1	across	Chide	Y	5			72				
000073	X	4	7	across	_-Ray	N	5			72				
000073	M	5	1	across	Medium	Y	6			72				
000073	BOSS	5	3	across	Head honcho	N	11			72				
000073	EMIR	6	1	across	Arab chief	Y	10			72				
000073	IM	6	6	across	Instant Message	N	15			72				
000073	TA	7	1	across	<i>	Y	3	Image of a taco shell	__CO	72				
000073	INCA	7	4	across	Peru native	N	11			72				
000073	INANE	8	1	across	Absurd	Y	6			72				
000073	C	8	7	across	Carbon	N	6			72				
000073	C	9	1	across	Texter's see	Y	12			72				
000073	REACH	9	3	across	Get to	N	6			72				
000073	SUI	10	1	across	<i>	Y	3	Image of a formal suit	__T	72				
000073	THO	10	5	across	Howe'er	Y	7			72				
000073	COSMETICS	1	2	down	Store section	Y	13			72				
000073	AOC	1	3	down	NYC rep	Y	7			72				
000073	MAN	5	3	down	Fellow 	N	7			72				
000073	U	9	3	down	Utilize	N	7			72				
000073	R	1	4	down	Reflect	Y	7			72				
000073	OBI	3	4	down	Kimono tie	N	10			72				
000073	ARI	7	4	down	Singer Grande	N	13			72				
000073	CHLORINE	1	5	down	Pool additive	Y	13			72				
000073	AIDS	1	6	down	Helps	Y	5			72				
000073	NEAT	6	6	down	Arranged	N	8			72				
000073	SY	1	7	down	<i>	Y	3	Image of a sycamore tree	__CAMORE	72				
000073	SIC	4	7	down	Editor's "as is"	N	16			72				
000073	CH	8	7	down	__orus	N	6			72				
000073	SAX	1	8	down	<i>	Y	3	Image of a saxophone		72				
000073	MACHO	5	8	down	Super masculine	Y	15			72				
000074	PSYCHIC	2	1	across	Mind reader	Y	11			73				
000074	LARK	3	1	across	<i>	Y	3	Image of a lark		73				
000074	PV	3	6	across	Present Value	N	13			73				
000074	AUS	4	1	across	Sydney's country	Y	16			73				
000074	COS	4	5	across	Trig function	N	13			73				
000074	UN	5	1	across	Negative prefix	Y	15			73				
000074	DUD	5	4	across	Flop firework	N	13			73				
000074	SABER	6	1	across	<i>	Y	3	Image of a lightsaber	LIGHT__	73				
000074	O	6	7	across	Oval letter	N	11			73				
000074	I	7	1	across	1st person	Y	10			73				
000074	ELBOW	7	3	across	Arm joint	N	9			73				
000074	BALE	8	1	across	Hay stack	Y	9			73				
000074	NN	8	6	across	Neural Network	N	14			73				
000074	LETTUCE	9	1	across	<i>	Y	3	Image of a bunch of lettuce		73				
000074	ES	10	1	across	En Suite	Y	8			73				
000074	EVER	10	4	across	At all	Y	6			73				
000074	PLAUSIBLE	1	2	down	Likely	Y	6			73				
000074	SAUNA	1	3	down	Steam room	Y	10			73				
000074	AES	7	3	down	All-Electric Ship	N	17			73				
000074	YRS	1	4	down	12-month periods	Y	16			73				
000074	BELT	5	4	down	Waist band	N	10			73				
000074	CK	1	5	down	<i>	Y	3	Image of a pickaxe	PI__AXE	73				
000074	DELETE	4	5	down	Erase	N	5			73				
000074	H	1	6	down	Harness	Y	7			73				
000074	CURB	3	6	down	Restrain	N	8			73				
000074	UV	8	6	down	Ultraviolet	N	11			73				
000074	IPOD	1	7	down	<i>	Y	3	Image of an ipod		73				
000074	ONCE	6	7	down	Formerly	N	8			73				
000074	CVS	1	8	down	Resumes	Y	7			73				
000074	OWNER	5	8	down	Landlord	Y	8			73				
000075	AGAINST	2	1	across	Opposed	Y	7			74				
000075	SLAY	3	1	across	Take down	Y	9			74				
000075	HY	3	6	across	Half Yearly	N	11			74				
000075	CUR	4	1	across	<i>	Y	3	Image of a thinking-face emoji	__IOUS	74				
000075	BOP	4	5	across	Playful hit	N	11			74				
000075	EE	5	1	across	L__way	Y	6			74				
000075	FAVE	5	4	across	Top pick	N	8			74				
000075	R	6	1	across	Reflect	Y	7			74				
000075	SALE	6	3	across	Auction	N	7			74				
000075	TRAIL	7	1	across	<i>	Y	3	Image of a forest trail		74				
000075	Z	7	7	across	Zillion	N	7			74				
000075	AI	8	1	across	Analog Input	Y	12			74				
000075	LOBE	8	4	across	Ear part	N	8			74				
000075	IMPETUS	9	1	across	Motivation	Y	10			74				
000075	NEED	10	1	across	Must have	Y	9			74				
000075	YT	10	6	across	YouTube	Y	7			74				
000075	ASCERTAIN	1	2	down	Verify	Y	6			74				
000075	GLUE	1	3	down	<i>	Y	3	Image of a bottle of glue		74				
000075	RIME	6	3	down	Frosty coating	N	14			74				
000075	AAR	1	4	down	At Any Rate	Y	11			74				
000075	SA	5	4	down	South America	N	13			74				
000075	PE	8	4	down	Project Engineer	N	16			74				
000075	IY	1	5	down	Initial Yield	Y	13			74				
000075	FAILED	4	5	down	Went under	N	10			74				
000075	N	1	6	down	Nitrogen	Y	8			74				
000075	BALLOT	3	6	down	__ box	N	6			74				
000075	SHOVE	1	7	down	<i>	Y	3	Image of a shovel	__L	74				
000075	BUY	7	7	down	Purchase	N	8			74				
000075	TYPE	1	8	down	<i>	Y	3	Image of hands typing on a keyboard		74				
000075	ZEST	6	8	down	Citrus peel	Y	11			74				
000076	STUMBLE	2	1	across	Misstep	Y	7			75				
000076	UH	3	1	across	University of Houston	Y	21			75				
000076	MOON	3	4	across	Night orb	N	9			75				
000076	GAS	4	1	across	<i>	Y	3	Image of a gas pump	__ PUMP	75				
000076	WGT	4	5	across	Weight	N	6			75				
000076	GILT	5	1	across	Gold-coated	Y	11			75				
000076	EE	5	6	across	End Entity	N	10			75				
000076	E	6	1	across	Earth	Y	5			75				
000076	AUC	6	3	across	Auction	N	7			75				
000076	R	6	7	across	Right	N	5			75				
000076	SYMBOL	7	1	across	Emblem	Y	6			75				
000076	TO	8	1	across	<i>	Y	3	Image of a torch	__RCH	75				
000076	ALAS	8	4	across	Too bad!	N	8			75				
000076	EGG	9	1	across	<i>	Y	3	Image of an egg		75				
000076	AMO	9	5	across	Air mass zero	N	13			75				
000076	DAZE	10	1	across	Mind fog	Y	8			75				
000076	BY	10	6	across	Use-__ date	Y	11			75				
000076	SUGGESTED	1	2	down	Advised	Y	7			75				
000076	THAI	1	3	down	Pad __	Y	6			75				
000076	YOGA	6	3	down	Quiet exercise	N	14			75				
000076	U	1	4	down	Undertake	Y	9			75				
000076	SLAM	3	4	down	Shut hard	N	9			75				
000076	GZ	8	4	down	Ground Zero	N	11			75				
000076	MM	1	5	down	Mass Media	Y	10			75				
000076	TUBA	4	5	down	Big horn	N	8			75				
000076	E	9	5	down	Enforce	N	7			75				
000076	BOW	1	6	down	<i>	Y	3	Image of a ribbon bow		75				
000076	COLA	5	6	down	Soft drink	N	10			75				
000076	LOGE	1	7	down	Seating level	Y	13			75				
000076	LAMB	6	7	down	Zoo baby	N	8			75				
000076	ENTER	1	8	down	Go in	Y	5			75				
000076	SOY	7	8	down	<i>	Y	3	Image of a soybean pod		75				
000077	ACTRESS	2	1	across	Cast member	Y	11			76				
000077	NOVA	3	1	across	__ Scotia	Y	9			76				
000077	TH	3	6	across	Rhy__m	N	6			76				
000077	AN	4	1	across	Access Network	Y	14			76				
000077	MAYA	4	4	across	Poet Angelou	N	12			76				
000077	LES	5	1	across	__ Miserables	Y	13			76				
000077	ULM	5	5	across	C__inate	N	8			76				
000077	O	6	1	across	Oversee	Y	7			76				
000077	WANE	6	3	across	Decline	N	7			76				
000077	GUILT	7	1	across	Remorse	Y	7			76				
000077	O	7	7	across	Obscure	N	7			76				
000077	ONGOING	8	1	across	In action	Y	9			76				
000077	UT	9	1	across	<i>	Y	3	Image of some cutlery	C__LERY	76				
000077	NEAR	9	4	across	Not far	N	7			76				
000077	SONG	10	1	across	Playlist entry	Y	14			76				
000077	NE	10	6	across	New England	Y	11			76				
000077	ANALOGOUS	1	2	down	Similar	Y	7			76				
000077	CONE	1	3	down	<i>	Y	3	Image of a traffic cone		76				
000077	UNTO	6	3	down	Do __ others..	N	14			76				
000077	TV	1	4	down	<i>	Y	3	Image of a TV set		76				
000077	SWIG	4	4	down	Quick sip	N	9			76				
000077	N	9	4	down	Normal	N	6			76				
000077	RAM	1	5	down	<i>	Y	3	Image of a ram		76				
000077	ALONG	5	5	down	Beside	N	6			76				
000077	E	1	6	down	Examine	Y	7			76				
000077	AUNTIE	3	6	down	Mom's sis	N	9			76				
000077	STYLE	1	7	down	Panache	Y	7			76				
000077	NAN	7	7	down	Indian bread	N	12			76				
000077	SHAM	1	8	down	Hoax	Y	4			76				
000077	OGRE	6	8	down	<i>	Y	3	Image of Shrek		76				
000078	EARNEST	2	1	across	Sincere	Y	7			77				
000078	XY	3	1	across	Graph Axes	Y	10			77				
000078	HYPE	3	4	across	Buzz	N	4			77				
000078	EAR	4	1	across	<i>	Y	3	Image of an ear		77				
000078	ERR	4	5	across	Go wrong	N	8			77				
000078	M	5	1	across	Mention	Y	7			77				
000078	ELDER	5	3	across	Senior	N	6			77				
000078	PLEA	6	1	across	Entreaty	Y	8			77				
000078	EI	6	6	across	Energy Intensity	N	16			77				
000078	LEFTY	7	1	across	Southpaw	Y	8			77				
000078	F	7	7	across	Finance	N	7			77				
000078	AV	8	1	across	<i>	Y	3	Image of a beaver	BE__ER	77				
000078	TAXI	8	4	across	Cab	N	3			77				
000078	RESERVE	9	1	across	Backup	Y	6			77				
000078	YEAR	10	1	across	Leap __	Y	7			77				
000078	ID	10	6	across	Ego counterpart	Y	15			77				
000078	EXEMPLARY	1	2	down	Model act	Y	9			77				
000078	AYA	1	3	down	<i>	Y	3	Image of a papaya	PAP__	77				
