puzzleId	word	row	column	direction	clueContent
000322	R	1	5	down	NA
000322	MASCOT	3	5	down	NA
000322	EN	1	6	down	NA
000322	STOLEN	4	6	down	NA
000322	SEEP	1	7	down	NA
000322	MARE	6	7	down	NA
000322	STASH	1	8	down	NA
000322	RMY	7	8	down	NA
000323	AIRPORT	2	1	across	NA
000323	NOON	3	1	across	NA
000323	AA	3	6	across	NA
000323	CTI	4	1	across	NA
000323	MIR	4	5	across	NA
000323	EA	5	1	across	NA
000323	LEST	5	4	across	NA
000323	S	6	1	across	NA
000323	DATE	6	3	across	NA
000323	TROPE	7	1	across	NA
000323	H	7	7	across	NA
000323	RESTORE	8	1	across	NA
000323	AP	9	1	across	NA
000323	ORCA	9	4	across	NA
000323	LOOP	10	1	across	NA
000323	OD	10	6	across	NA
000323	ANCESTRAL	1	2	down	NA
000323	IOTA	1	3	down	NA
000323	REPO	6	3	down	NA
000323	ROI	1	4	down	NA
000323	DOS	5	4	down	NA
000323	O	9	4	down	NA
000323	PN	1	5	down	NA
000323	LAPTOP	4	5	down	NA
000323	O	1	6	down	NA
000323	METEOR	3	6	down	NA
000323	RAISE	1	7	down	NA
000323	RCO	7	7	down	NA
000323	TART	1	8	down	NA
000323	HEAD	6	8	down	NA
000324	METRICS	2	1	across	NA
000324	EASE	3	1	across	NA
000324	RA	3	6	across	NA
000324	ASP	4	1	across	NA
000324	MAC	4	5	across	NA
000324	TT	5	1	across	NA
000324	DANK	5	4	across	NA
000324	B	6	1	across	NA
000324	GENE	6	3	across	NA
000324	ADAPT	7	1	across	NA
000324	P	7	7	across	NA
000324	LATERAL	8	1	across	NA
000324	LT	9	1	across	NA
000324	NAPE	9	4	across	NA
000324	SEND	10	1	across	NA
000324	EA	10	6	across	NA
000324	MEATBALLS	1	2	down	NA
000324	EAST	1	3	down	NA
000324	DATE	6	3	down	NA
000324	TSP	1	4	down	NA
000324	GAT	5	4	down	NA
000324	N	9	4	down	NA
000324	RE	1	5	down	NA
000324	DEPEND	4	5	down	NA
000324	I	1	6	down	NA
000324	MANTRA	3	6	down	NA
000324	CRANE	1	7	down	NA
000324	APE	7	7	down	NA
000324	SACK	1	8	down	NA
000324	PLEA	6	8	down	NA
000325	IMPRESS	2	1	across	NA
000325	NAIL	3	1	across	NA
000325	LE	3	6	across	NA
000325	TIA	4	1	across	NA
000325	SEN	4	5	across	NA
000325	ED	5	1	across	NA
000325	REED	5	4	across	NA
000325	R	6	1	across	NA
000325	PERK	6	3	across	NA
000325	PRICE	7	1	across	NA
000325	L	7	7	across	NA
000325	ROMANCE	8	1	across	NA
000325	EL	9	1	across	NA
000325	LEIA	9	4	across	NA
000325	TELL	10	1	across	NA
000325	AN	10	6	across	NA
000325	INTERPRET	1	2	down	NA
000325	MAID	1	3	down	NA
000325	ROLE	6	3	down	NA
000325	PIA	1	4	down	NA
000325	PIM	5	4	down	NA
000325	L	9	4	down	NA
000325	RL	1	5	down	NA
000325	RECALL	4	5	down	NA
000325	E	1	6	down	NA
000325	SERENE	3	6	down	NA
000325	SLEEK	1	7	down	NA
000325	CIA	7	7	down	NA
000325	SEND	1	8	down	NA
000325	LEAN	6	8	down	NA
000326	SPATIAL	2	1	across	NA
000326	PAIR	3	1	across	NA
000326	MA	3	6	across	NA
000326	ARA	4	1	across	NA
000326	TIT	4	5	across	NA
000326	CE	5	1	across	NA
000326	SANE	5	4	across	NA
000326	E	6	1	across	NA
000326	VETO	6	3	across	NA
000326	SHIRT	7	1	across	NA
000326	S	7	7	across	NA
000326	HAMMOCK	8	1	across	NA
000326	IH	9	1	across	NA
000326	OOZE	9	4	across	NA
000326	PAIN	10	1	across	NA
000326	ET	10	6	across	NA
000326	SPACESHIP	1	2	down	NA
000326	PARE	1	3	down	NA
000326	HAHA	6	3	down	NA
000326	AIA	1	4	down	NA
000326	VIM	5	4	down	NA
000326	I	9	4	down	NA
000326	TR	1	5	down	NA
000326	SERMON	4	5	down	NA
000326	I	1	6	down	NA
000326	TATTOO	3	6	down	NA
000326	AMINO	1	7	down	NA
000326	CZE	7	7	down	NA
000326	LATE	1	8	down	NA
000326	SKET	6	8	down	NA
